# BUSCO version is: 5.7.1 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
134382at3193	Complete	ptg000028l	605592	601433	-	332.4	202	https://www.orthodb.org/v10?query=134382at3193	Ribosomal RNA small subunit methyltransferase E
134555at3193	Complete	ptg000009l	29681667	29673891	-	428.6	267	https://www.orthodb.org/v10?query=134555at3193	traB domain-containing protein isoform X1
134572at3193	Complete	ptg000004l	24701780	24731337	+	387.3	233	https://www.orthodb.org/v10?query=134572at3193	Phytochromobilin
134625at3193	Complete	ptg000018l	8840639	8847196	+	514.9	258	https://www.orthodb.org/v10?query=134625at3193	Peptidase M41-like
134867at3193	Complete	ptg000019l	16944289	16947968	+	557.9	282	https://www.orthodb.org/v10?query=134867at3193	Ubiquinol oxidase
134878at3193	Complete	ptg000004l	1757153	1760103	+	416.6	257	https://www.orthodb.org/v10?query=134878at3193	Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
134948at3193	Complete	ptg000026l	4625358	4629162	+	550.7	343	https://www.orthodb.org/v10?query=134948at3193	SWI/SNF complex subunit SWI3B
134953at3193	Complete	ptg000012l	25385114	25389508	+	430.6	227	https://www.orthodb.org/v10?query=134953at3193	NAD(P)-binding domain
134972at3193	Complete	ptg000029l	12691961	12686104	-	285.7	291	https://www.orthodb.org/v10?query=134972at3193	protein IWS1 homolog
135024at3193	Complete	ptg000028l	1246592	1222804	-	437.0	279	https://www.orthodb.org/v10?query=135024at3193	Heat shock protein
135198at3193	Complete	ptg000019l	10428177	10452461	+	381.6	221	https://www.orthodb.org/v10?query=135198at3193	alpha N-terminal protein methyltransferase 1
135305at3193	Complete	ptg000022l	7599446	7606073	+	457.3	305	https://www.orthodb.org/v10?query=135305at3193	plant UBX domain-containing protein 2
135464at3193	Complete	ptg000009l	37067330	37064006	-	295.8	368	https://www.orthodb.org/v10?query=135464at3193	2-isopropylmalate synthase
135652at3193	Complete	ptg000001l	10998059	10996481	-	357.9	184	https://www.orthodb.org/v10?query=135652at3193	Tetratricopeptide repeat
135819at3193	Complete	ptg000019l	19272649	19276300	+	402.5	243	https://www.orthodb.org/v10?query=135819at3193	urease accessory protein D
135923at3193	Complete	ptg000014l	8212373	8207013	-	441.0	237	https://www.orthodb.org/v10?query=135923at3193	Domain of unknown function DUF1995
136033at3193	Complete	ptg000012l	4556871	4571626	+	445.4	277	https://www.orthodb.org/v10?query=136033at3193	protein SMG9-like
136193at3193	Complete	ptg000026l	9352985	9348115	-	386.9	225	https://www.orthodb.org/v10?query=136193at3193	SWR1 complex subunit 2
136227at3193	Complete	ptg000016l	3024403	3021929	-	438.9	231	https://www.orthodb.org/v10?query=136227at3193	probable enoyl-CoA hydratase 1, peroxisomal
136566at3193	Complete	ptg000021l	17050622	17040987	-	330.2	242	https://www.orthodb.org/v10?query=136566at3193	Leucine-rich repeat
136660at3193	Complete	ptg000019l	14128264	14123414	-	452.9	219	https://www.orthodb.org/v10?query=136660at3193	urease accessory protein G
137369at3193	Complete	ptg000009l	3110624	3141070	+	471.6	259	https://www.orthodb.org/v10?query=137369at3193	Acyl-
137468at3193	Complete	ptg000015l	3805852	3802469	-	343.6	186	https://www.orthodb.org/v10?query=137468at3193	Tetratricopeptide repeat
137492at3193	Complete	ptg000012l	8639928	8626153	-	439.9	223	https://www.orthodb.org/v10?query=137492at3193	Sel1 repeat protein
137523at3193	Complete	ptg000021l	17071020	17096238	+	355.8	218	https://www.orthodb.org/v10?query=137523at3193	uncharacterized protein LOC109939303
137698at3193	Complete	ptg000009l	34217525	34213722	-	351.5	209	https://www.orthodb.org/v10?query=137698at3193	DHBP synthase RibB-like alpha/beta domain 
137745at3193	Complete	ptg000028l	6348161	6346843	-	268.9	188	https://www.orthodb.org/v10?query=137745at3193	Glycerol kinase
137804at3193	Complete	ptg000019l	14629081	14634962	+	360.0	233	https://www.orthodb.org/v10?query=137804at3193	Protein of unknown function DUF1365
137897at3193	Duplicated	ptg000026l	726349	724780	-	633.9	416	https://www.orthodb.org/v10?query=137897at3193	WD40-repeat-containing domain
137897at3193	Duplicated	ptg000020l	17501230	17502799	+	616.0	416	https://www.orthodb.org/v10?query=137897at3193	WD40-repeat-containing domain
137933at3193	Duplicated	ptg000002l	1472029	1500649	+	399.9	208	https://www.orthodb.org/v10?query=137933at3193	psbP domain-containing protein 5, chloroplastic
137933at3193	Duplicated	ptg000026l	12749441	12740713	-	399.5	201	https://www.orthodb.org/v10?query=137933at3193	psbP domain-containing protein 5, chloroplastic
138005at3193	Complete	ptg000026l	14202962	14203892	+	347.0	215	https://www.orthodb.org/v10?query=138005at3193	carboxymethylenebutenolidase homolog
138052at3193	Complete	ptg000020l	3347170	3339167	-	365.8	248	https://www.orthodb.org/v10?query=138052at3193	ribosomal protein L11 methyltransferase
138210at3193	Complete	ptg000004l	3071114	3075390	+	307.3	184	https://www.orthodb.org/v10?query=138210at3193	spindle and kinetochore-associated protein 1 homolog
138284at3193	Complete	ptg000022l	8971283	8965974	-	458.4	239	https://www.orthodb.org/v10?query=138284at3193	phytanoyl-CoA dioxygenase
138352at3193	Complete	ptg000021l	18708703	18690110	-	478.5	322	https://www.orthodb.org/v10?query=138352at3193	protein saal1
138397at3193	Fragmented	ptg000019l	22043104	22041320	-	263.6	147	https://www.orthodb.org/v10?query=138397at3193	Cation efflux protein
138402at3193	Complete	ptg000025l	3926640	3894281	-	468.5	252	https://www.orthodb.org/v10?query=138402at3193	Integral membrane protein TerC
138689at3193	Duplicated	ptg000019l	17430017	17431722	+	369.3	179	https://www.orthodb.org/v10?query=138689at3193	uncharacterized protein LOC103696249
138689at3193	Duplicated	ptg000023l	1339772	1338107	-	341.2	175	https://www.orthodb.org/v10?query=138689at3193	uncharacterized protein LOC103696249
138707at3193	Complete	ptg000020l	3789939	3793745	+	362.9	211	https://www.orthodb.org/v10?query=138707at3193	Ribonuclease H superfamily
138708at3193	Complete	ptg000016l	1494333	1492348	-	431.6	253	https://www.orthodb.org/v10?query=138708at3193	tRNA pseudouridine synthase
138855at3193	Complete	ptg000030l	327999	324538	-	405.5	216	https://www.orthodb.org/v10?query=138855at3193	Cardiolipin synthase N-terminal
138857at3193	Complete	ptg000012l	13084031	13115419	+	257.6	191	https://www.orthodb.org/v10?query=138857at3193	DNA repair protein XRCC2 homolog isoform X1
138872at3193	Complete	ptg000023l	2675709	2677382	+	340.0	186	https://www.orthodb.org/v10?query=138872at3193	Alpha-ketoglutarate-dependent dioxygenase AlkB-like
138922at3193	Complete	ptg000004l	5265377	5284528	+	615.7	314	https://www.orthodb.org/v10?query=138922at3193	probable sodium/metabolite cotransporter BASS3, chloroplastic
139014at3193	Complete	ptg000016l	2729925	2728633	-	422.3	250	https://www.orthodb.org/v10?query=139014at3193	Peroxidase
139075at3193	Complete	ptg000032l	2684568	2687955	+	465.9	262	https://www.orthodb.org/v10?query=139075at3193	Lung seven transmembrane receptor-like
139085at3193	Complete	ptg000026l	4416768	4413013	-	468.1	238	https://www.orthodb.org/v10?query=139085at3193	Chlorophyll a-b binding protein, chloroplastic
139122at3193	Complete	ptg000017l	8714172	8712885	-	387.3	215	https://www.orthodb.org/v10?query=139122at3193	Protein of unknown function DUF2358
139380at3193	Duplicated	ptg000021l	22758977	22761663	+	429.7	228	https://www.orthodb.org/v10?query=139380at3193	PDZ domain
139380at3193	Duplicated	ptg000004l	28176556	28180532	+	427.3	228	https://www.orthodb.org/v10?query=139380at3193	PDZ domain
139431at3193	Complete	ptg000014l	4616915	4606686	-	353.3	228	https://www.orthodb.org/v10?query=139431at3193	tRNA/rRNA methyltransferase, SpoU type
139843at3193	Complete	ptg000029l	26703	19780	-	269.3	212	https://www.orthodb.org/v10?query=139843at3193	Zinc finger, CCCH-type
139971at3193	Complete	ptg000005l	12266809	12265996	-	421.1	229	https://www.orthodb.org/v10?query=139971at3193	RHOMBOID-like protein 13
140073at3193	Complete	ptg000009l	37859507	37848446	-	505.1	273	https://www.orthodb.org/v10?query=140073at3193	WAT1-related protein At3g02690, chloroplastic
140075at3193	Duplicated	ptg000019l	12265475	12266795	+	402.9	286	https://www.orthodb.org/v10?query=140075at3193	protein UNUSUAL FLORAL ORGANS
140075at3193	Duplicated	ptg000023l	8619019	8617687	-	394.3	286	https://www.orthodb.org/v10?query=140075at3193	protein UNUSUAL FLORAL ORGANS
140146at3193	Complete	ptg000028l	2762051	2758598	-	470.8	232	https://www.orthodb.org/v10?query=140146at3193	Alkaline phytoceramidase (APHC)
140309at3193	Complete	ptg000026l	6658019	6646391	-	440.2	238	https://www.orthodb.org/v10?query=140309at3193	Tetrapyrrole methylase
140590at3193	Fragmented	ptg000001l	8106448	8103982	-	240.9	166	https://www.orthodb.org/v10?query=140590at3193	E3 ubiquitin-protein ligase AIP2
140645at3193	Complete	ptg000027l	1729689	1785307	+	397.6	208	https://www.orthodb.org/v10?query=140645at3193	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
141065at3193	Duplicated	ptg000019l	22105222	22109249	+	226.1	148	https://www.orthodb.org/v10?query=141065at3193	CAP Gly-rich domain
141065at3193	Duplicated	ptg000004l	20242936	20239640	-	218.1	138	https://www.orthodb.org/v10?query=141065at3193	CAP Gly-rich domain
141280at3193	Complete	ptg000020l	13112770	13113871	+	326.1	164	https://www.orthodb.org/v10?query=141280at3193	TLDc domain
141377at3193	Complete	ptg000015l	5429667	5433772	+	354.9	224	https://www.orthodb.org/v10?query=141377at3193	thiol-disulfide oxidoreductase LTO1
141488at3193	Complete	ptg000004l	1073031	1076096	+	357.8	195	https://www.orthodb.org/v10?query=141488at3193	F-box protein SKIP5
141575at3193	Complete	ptg000028l	5793173	5794277	+	421.0	259	https://www.orthodb.org/v10?query=141575at3193	Ankyrin repeat-containing domain
141611at3193	Complete	ptg000022l	4122621	4125916	+	321.1	191	https://www.orthodb.org/v10?query=141611at3193	CAAX amino terminal protease
141660at3193	Complete	ptg000029l	4328013	4332297	+	475.0	267	https://www.orthodb.org/v10?query=141660at3193	N-glycosylase/DNA lyase OGG1
141833at3193	Complete	ptg000019l	20596578	20601184	+	403.8	243	https://www.orthodb.org/v10?query=141833at3193	mitochondrial arginine transporter BAC1 isoform X1
141872at3193	Complete	ptg000007l	3016717	3015808	-	477.1	263	https://www.orthodb.org/v10?query=141872at3193	NADH dehydrogenase (Ubiquinone) complex I, assembly factor 6
141951at3193	Complete	ptg000005l	9417312	9423821	+	408.2	219	https://www.orthodb.org/v10?query=141951at3193	GPI inositol-deacylase
141984at3193	Complete	ptg000014l	9926249	9924081	-	373.6	245	https://www.orthodb.org/v10?query=141984at3193	P-loop containing nucleoside triphosphate hydrolase
142578at3193	Duplicated	ptg000012l	3368232	3370322	+	526.9	264	https://www.orthodb.org/v10?query=142578at3193	alkylated DNA repair protein alkB homolog 8
142578at3193	Duplicated	ptg000022l	15003281	14991872	-	494.4	261	https://www.orthodb.org/v10?query=142578at3193	alkylated DNA repair protein alkB homolog 8
143110at3193	Complete	ptg000009l	33170759	33166589	-	470.6	221	https://www.orthodb.org/v10?query=143110at3193	ATP-dependent Clp protease proteolytic subunit
143161at3193	Duplicated	ptg000026l	5538216	5541469	+	440.2	222	https://www.orthodb.org/v10?query=143161at3193	thioredoxin-like protein CDSP32, chloroplastic
143161at3193	Duplicated	ptg000002l	6946900	6923174	-	430.0	222	https://www.orthodb.org/v10?query=143161at3193	thioredoxin-like protein CDSP32, chloroplastic
143219at3193	Complete	ptg000016l	18173236	18171821	-	464.4	296	https://www.orthodb.org/v10?query=143219at3193	putative oxidoreductase TDA3
143276at3193	Duplicated	ptg000028l	7413407	7411260	-	360.3	219	https://www.orthodb.org/v10?query=143276at3193	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, peroxisomal
143276at3193	Duplicated	ptg000012l	22512099	22513297	+	362.4	213	https://www.orthodb.org/v10?query=143276at3193	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, peroxisomal
143563at3193	Complete	ptg000013l	2227698	2223625	-	408.2	241	https://www.orthodb.org/v10?query=143563at3193	Pantoate-beta-alanine ligase
143643at3193	Complete	ptg000021l	18844002	18795723	-	278.3	177	https://www.orthodb.org/v10?query=143643at3193	ATPase assembly factor ATP
143653at3193	Complete	ptg000012l	6556422	6560358	+	375.5	236	https://www.orthodb.org/v10?query=143653at3193	Cell division protein
143712at3193	Complete	ptg000007l	24053672	24052260	-	459.3	235	https://www.orthodb.org/v10?query=143712at3193	magnesium protoporphyrin IX methyltransferase, chloroplastic
143745at3193	Complete	ptg000029l	30679185	30662412	-	341.0	207	https://www.orthodb.org/v10?query=143745at3193	LOC101777100
143770at3193	Complete	ptg000028l	355467	357865	+	553.8	304	https://www.orthodb.org/v10?query=143770at3193	dual-specificity RNA methyltransferase RlmN
143865at3193	Complete	ptg000026l	6697638	6700738	+	344.0	241	https://www.orthodb.org/v10?query=143865at3193	NAD(P)-binding domain superfamily
143942at3193	Complete	ptg000020l	3572674	3552492	-	438.8	242	https://www.orthodb.org/v10?query=143942at3193	RNA-binding S4 domain
143943at3193	Complete	ptg000005l	5762051	5756322	-	472.8	297	https://www.orthodb.org/v10?query=143943at3193	U11/U12 small nuclear ribonucleoprotein 59 kDa protein
144036at3193	Complete	ptg000005l	20038612	20033797	-	502.8	266	https://www.orthodb.org/v10?query=144036at3193	protein ABCI12, chloroplastic
144311at3193	Complete	ptg000020l	11857484	11854129	-	269.8	208	https://www.orthodb.org/v10?query=144311at3193	phosphatidylinositol-glycan biosynthesis class X protein
144429at3193	Complete	ptg000006l	4558963	4558006	-	483.2	277	https://www.orthodb.org/v10?query=144429at3193	Hus1 protein
144454at3193	Complete	ptg000009l	30606703	30609911	+	351.7	193	https://www.orthodb.org/v10?query=144454at3193	tRNA (Guanosine(18)-2'-O)-methyltransferase
144455at3193	Complete	ptg000013l	888709	893731	+	498.0	275	https://www.orthodb.org/v10?query=144455at3193	CMP-sialic acid transporter 5
144523at3193	Complete	ptg000018l	5927299	5933828	+	259.8	188	https://www.orthodb.org/v10?query=144523at3193	protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB2, chloroplastic isoform X1
144897at3193	Complete	ptg000005l	9388493	9375075	-	365.8	210	https://www.orthodb.org/v10?query=144897at3193	tRNA (Guanine-N(7)-)-methyltransferase
144968at3193	Duplicated	ptg000009l	23867594	23870593	+	398.6	204	https://www.orthodb.org/v10?query=144968at3193	haloacid dehalogenase-like hydrolase domain-containing protein At4g39970
144968at3193	Duplicated	ptg000013l	1525357	1522355	-	406.0	203	https://www.orthodb.org/v10?query=144968at3193	haloacid dehalogenase-like hydrolase domain-containing protein At4g39970
144969at3193	Complete	ptg000005l	12634547	12612215	-	393.5	220	https://www.orthodb.org/v10?query=144969at3193	Uncharacterised protein family UPF0454
145050at3193	Complete	ptg000020l	11375806	11373946	-	465.9	331	https://www.orthodb.org/v10?query=145050at3193	DnaJ domain
145105at3193	Duplicated	ptg000013l	24213027	24216616	+	329.2	200	https://www.orthodb.org/v10?query=145105at3193	protein OS-9 homolog
145105at3193	Duplicated	ptg000048l	415871	419456	+	329.2	200	https://www.orthodb.org/v10?query=145105at3193	protein OS-9 homolog
145172at3193	Duplicated	ptg000029l	715889	686999	-	410.1	223	https://www.orthodb.org/v10?query=145172at3193	Transmembrane protein
145172at3193	Duplicated	ptg000051l	189814	160968	-	410.1	223	https://www.orthodb.org/v10?query=145172at3193	Transmembrane protein
145718at3193	Complete	ptg000020l	10653363	10639884	-	315.8	213	https://www.orthodb.org/v10?query=145718at3193	uncharacterized protein LOC110604555
145760at3193	Complete	ptg000015l	1670002	1676311	+	505.7	276	https://www.orthodb.org/v10?query=145760at3193	rRNA adenine N(6)-methyltransferase
145776at3193	Complete	ptg000001l	20498305	20506713	+	412.9	225	https://www.orthodb.org/v10?query=145776at3193	Ribosomal RNA small subunit methyltransferase J
145857at3193	Complete	ptg000006l	9986516	9996337	+	376.2	206	https://www.orthodb.org/v10?query=145857at3193	hydroxyacylglutathione hydrolase cytoplasmic
146234at3193	Complete	ptg000024l	1654158	1650298	-	490.0	238	https://www.orthodb.org/v10?query=146234at3193	haloacid dehalogenase-like hydrolase domain-containing protein At3g48420
146304at3193	Complete	ptg000029l	19527133	19544105	+	426.4	286	https://www.orthodb.org/v10?query=146304at3193	UPF0415 protein C7orf25 homolog
146337at3193	Complete	ptg000005l	12378005	12402372	+	306.1	226	https://www.orthodb.org/v10?query=146337at3193	Protein of unknown function DUF4504
146428at3193	Complete	ptg000009l	34454452	34450227	-	328.8	188	https://www.orthodb.org/v10?query=146428at3193	Ribosome recycling factor
146440at3193	Duplicated	ptg000001l	4204986	4215099	+	316.5	203	https://www.orthodb.org/v10?query=146440at3193	pre-mRNA-splicing factor SPF27 homolog
146440at3193	Duplicated	ptg000029l	28606582	28603339	-	336.3	198	https://www.orthodb.org/v10?query=146440at3193	pre-mRNA-splicing factor SPF27 homolog
147098at3193	Complete	ptg000009l	38274625	38276169	+	272.9	163	https://www.orthodb.org/v10?query=147098at3193	probable inactive shikimate kinase like 1, chloroplastic
147120at3193	Complete	ptg000005l	1646307	1638075	-	550.1	494	https://www.orthodb.org/v10?query=147120at3193	Protein Lines
147167at3193	Complete	ptg000009l	34925498	34923002	-	351.0	180	https://www.orthodb.org/v10?query=147167at3193	ribosomal RNA-processing protein 8
147320at3193	Complete	ptg000012l	19979757	19985000	+	501.3	290	https://www.orthodb.org/v10?query=147320at3193	protein HGH1 homolog
